Lfd. Nr.;Datum;Areal;Fundstelle;Beschreibung;X;Y;Z;Kommentar;use for statistics?;Zeichnungsnummer;Foto?;FotoNr1;FotoNr2;Dateipfad;Seite
138;01.09.03;Hc.III.8.Ost;150;Muschelperle;8,3;2,4;110,19;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;8
139;01.09.03;Hc.III.8.Ost;150;Wagenrad, vollständig;8,3;0,3;107,63;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;8
140;01.09.03;Hc.III.7.Ost;151;Wagenrad, Hälfte;8,30;4,78;112,57;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;8
114;31.08.03;Hc.III.7.West;109;Fragment einer Tierterrakotte;8,32;1,51;112,45;;;H2094;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
115;31.08.03;Hc.III.6.Ost;147;Wagenrad, leicht beschädigt;8,33;6,06;111,23;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
116;31.08.03;Hc.III.6.Ost;147;Fragment einer fischschwanzförmigen Terrakotte, durchbohrt;8,34;5,84;"11,99 (Rand); 11,91 (Boden)";;;H2014;;39;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
117;31.08.03;Hc.III.6.Ost;147;Fragment einer Bronzenadel;8,35;0,85;13,39;;;H2014;;39;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
118;31.08.03;Hc.III.8.Ost;150;Wagenmodellfragment;8,35;0,85;13,39;DOPP;;H2047;;115;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
119;31.08.03;Hc.III.7.West;109;Schnecke;8,3;3,7;12,4;;;H2047;;115;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
120;31.08.03;Hc.III.6.Ost;147;Oberkörper einer weibl. Terrakotte;;5,4;13,84;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
121;31.08.03;Hc.III.6.Ost;106;Fragment eines Wagenmodells;;5,4;13,84;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
122;31.08.03;Hc.III.6.Ost;135;Wagenmodellfragment;;1,1;12,64;DOPP;;H2071;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
123;31.08.03;Hc.III.7.Ost;151;Wagenrad, stark beschädigt;;;;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
124;31.08.03;Hc.III.7.Ost;;Bronzefragment;;;;;;H2019;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
125;31.08.03;Hd.III.8.West;139;Randfragment eines verzierten Räucherständers;;;;;;H2024;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
126;31.08.03;Hc.III.7.Ost;107;Miniaturgefäß?;;;;;;H2024;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
127;31.08.03;Hc.III.7.Ost;107;Wagenmodellfragment;;;;;;H2068;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
128;31.08.03;Hc.III.7.West;156;Körper einer Tierterrakotte;;;;"Lithic_Helms T 7/T 6, Areal HIII c 9. Fundstelle 17: ""Oberfläche"", Stammt aus Verfallschicht ""schwarzer Verfall"" oberhalb von Schicht 4-5. Als Schuttschicht-offen gewertet. Neue Orthmann-FundstellenNr. 2009";;H2069;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
129;31.08.03;Hc.III.8.Ost;150;Obsidianfragment;;;;;;H2070;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;7
106;30.08.03;Hc.III.7.West;109;Flintklinge;;;;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
107;30.08.03;Hc.III.6.Ost;147;Reibstein;;;;DOPP;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
108;30.08.03;Hc.III.7.Ost;151;Türangelstein;;;;"zwei St. 12; 2060H ";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
109;30.08.03;Hd.III.8.West;134;Bronzenadel-Fragment;;;;aus Kollektion;;H2065;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
110;30.08.03;Hc.III.7.West;109;Hanperle;;;;;;H2044;;30;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
111;30.08.03;Hc.III.6.Ost;147;polierter Stein;;;;;;H2044;;30;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
112;30.08.03;Hc.III.6.Ost;135;Wagenmodellfragment;;;;;;H2045;;29;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
113;30.08.03;Hc.III.6.Ost;147;Wagenmodellfragment;;;;;;H2045;;29;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
102;28.08.03;Hc.III.7.Ost;107;Muschel, beschädigt;;;;;;H2046;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
103;28.08.03;Hc.III.7.Ost;107;längliche Muschelperle;;;;;;H2205;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
104;28.08.03;Hc.III.7.Ost;107;Muschelperle;;;;;;H2064;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
105;28.08.03;Hc.III.9;086;Wagenrad, stark zerstört;;;;;;H2063;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
095;27.08.03;Hc.III.6.Ost;135;Bronzenadel;;;;"zwei St. 11; 20unlesbar";;H2039;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
096;27.08.03;Hc.III.7.Ost;107;Wagenmodellfragment (?), mit Ritzverzierung;;;;"DOPP; zwei St. 11; 2003H";;H2039;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
097;27.08.03;Hc.III.7.Ost;107;Topf, nicht ganz vollständig;;;;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
098;27.08.03;Hd.III.8.West;139;Schüssel, nicht vollständig;;;;;;;y;17;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
099;27.08.03;Hd.III.8.West;139;Miniaturtopf, vollständig;;;;;;;y;17;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
100;27.08.03;Hc.III.9;086;Fragment eines Räucherständers;;;;;;;y;11;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
101;27.08.03;Hc.III.6.Ost;015;Framente Wagenmodell?;;;;DOPP;;H2046;y;46;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;6
073;26.08.03;Hd.III.8.West;129;Napfprofil;;;;"""Häuser"" C (nach Fundliste), Häuser B oder C und Straße (?) (nach MAP_802,66)";;;y;21;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
074;26.08.03;Hc.III.7.Ost;107;längliche Muschelperle;;;;"""Häuser"" C, in oder um die kegelförmige Vertiefung ca. 1,30m unter Oberkante von NW-Mauer in C1";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
075;26.08.03;Hd.III.8.West;129;Schnecke;;;;"""Häuser"" C";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
076;26.08.03;Hc.III.6.Ost;015;Bronzeklumpen;;;;"""Häuser"" C, in oder um die kegelförmige Vertiefung ca. 1,30m unter Oberkante von NW-Mauer";;;y;1;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
077;26.08.03;Hc.III.7.Ost;107;Bronzeklumpen;;;;"""Häuser"" E (Fundliste) / ""Häuser"" D (MAP_802), Straße";;;y;1;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
078;26.08.03;Hd.III.8.West;137;Scherbenprofil;;;;"""Häuser"" Strasse.";;H2004;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
079;26.08.03;Hd.III.8.West;123;Terrakottenfuß;;;;"""Häuser"" Strasse.";;H2075;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
080;26.08.03;Hd.III.8.West;129;Wagenrad, Hälfte;;;;"""Häuser"" Strasse.";;H2031;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
081;26.08.03;Hc.III.6.Ost;135;Tierterrakotte, ohne Fuß und Kopf;;;;"""Häuser"" Strasse.";;H2031;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
082;26.08.03;Hc.III.7.Ost;107;Tierterrakotte (Stier);;;;"""Häuser"" E";;H2043;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
083;26.08.03;Hd.III.8.West;123;Terrakottenfuß;;;;?;;H2043;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
084;26.08.03;Hd.III.8.West;123;Wagenmodell, Fragment;;;;aus Kollektion;;H2074;y;43;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
085;26.08.03;Hd.III.8.West;123;Wagenmodell, Fragment;;;;gehört zu 127;;H2082;y;27;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
086;26.08.03;Hd.III.8.West;123;Tonklumpen;;;;DOPP;;H2009;y;27;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
087;26.08.03;Oberflächenfund in H;;Basalt, Reibstein;;;;;;H2009;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
088;26.08.03;Hd.III.8.West;001;Fragment eines Wagenmodells (?);;;;DOPP;;H2038;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
089;26.08.03;Hd.III.8.West;125;Profil eines kleinen, handgemachten Napfes;;;;;;H2038;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
090;26.08.03;Hc.III.6.Ost;135;Bronzefragment;;;;;;H2008;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
091;26.08.03;Hc.III.9;068;Flintklingenfragment;;;;;;H2008;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
092;26.08.03;Hc.III.9;068;Wagenradfragment;;;;DOPP;;H2105;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
093;26.08.03;Hc.III.9;068;Deckel;;;;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
094;26.08.03;Hc.III.6.Ost;015;Flintklingenfragment;;;;;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;5
066;25.08.03;Hc.III.7.West;109;Wagenrad, leicht beschädigt;;;;"""Häuser"" E, ca. 50cm tief";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
067;25.08.03;Hc.III.6.Ost;015;Wagenradfragment;;;;"""Häuser"" E, ca.50cm tief";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
068;25.08.03;Hc.III.7.West;109;Wagenmodell, Fragment;;;;"""Häuser"" D";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
069;25.08.03;Hd.III.8.West;123;Keramikfragment mit Ritzverzierung und Durchbohrung;;;;"""Häuser"" B, Straße";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
070;25.08.03;Hd.III.8.West;123;Hälfte eines Wagenrades;;;;"""Häuser"" E";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
071;25.08.03;Hc.III.7.West;109;Unterteil (inkl. Fuß) einer anthropomorphen Terrakotte;;;;"""Häuser"" C, in der kugelförmigen Vertiefung von C1";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
072;25.08.03;Hc.III.7.Ost;014;komplettes Gefäß, Schale;;;;"""Häuser"" C (nach Fundliste); Häuser B. 1,20-1,40m unter NW-Terrassen-Mauer ""Straße"" (nach  (MAP_802,48)";;;y;21;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
060;24.08.03;Hd.III.8.West;123;Terrakottenfuß;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
061;24.08.03;Hc.III.7.Ost;014;gelochtes Kalkfragment;;;;"""Häuser"" B, Straße ca. 1,15m tief";;;y;13;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
062;24.08.03;Hc.III.6.Ost;015;Rasiermesser;;;;"""Häuser"" D";;;y;13;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
063;24.08.03;Hc.III.6.Ost;015;Kopf einer zoomorphen Terrakotte;;;;"""Häuser"" B. 1,70m unter Hügeloberkante, ""Straße""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
064;24.08.03;Hd.III.8.West;134;Kopf und Oberkörper einer weibl. Terrakotte;;;;"""Häuser"" B. 1,70m unter Hügeloberkante, ""Straße""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
065;24.08.03;Hc.III.7.West;109;Tierterrakottenfragment;;;;"""Häuser"" B. 1,70m unter Hügeloberkante";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
042;23.08.03;Hc.III.7.West;109;Wagenrad, vollständig;;;;"""Häuser"" A vom Metrab nordwestliche Erweiterung";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
043;23.08.03;Hd.III.8.West;001;Wagenrad;;;;"""Häuser"" A vom Metrab nordwestliche Erweiterung";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
044;23.08.03;Hc.III.7.Ost;115;Bronzeperle;;;;"""Häuser"" A vom Metrab nordwestliche Erweiterung";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
045;23.08.03;Hc.III.7.Ost;115;Wagenrad, stark beschädigt;;;;"""Häuser"" vom Metrab nordwestliche Erweiterung";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
046;23.08.03;Hd.III.8.West;120;Becher, vollständig;;;;"""Häuser"" A vom Metrab nordwestliche Erweiterung";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
047;23.08.03;Hc.III.7.Ost;115;Schneckenperlen, z. gr. Teil durchbohrt;;;;"""Häuser"" A vom Metrab nordwestliche Erweiterung";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
048;23.08.03;Hc.III.7.Ost;107;längliche Muschelperle;;;;"""Häuser"" A";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
049;23.08.03;Hd.III.8.West;123;Unterteil und Fuß einer Terrakotte;;;;"""Häuser"" B, bis zu 30cm tief";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
050;23.08.03;Hd.III.8.West;125;Muschel;;;;"""Häuser"" B, bis zu 30cm tief";;;y;48;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
051;23.08.03;Hd.III.8.West;127;Gefäßprofil (Schüssel?);;;;"""Häuser"" B, bis zu 75cm tief gegraben";;;y;48;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
052;23.08.03;Hd.III.8.West;001;Kopf einer weibl. Terrakotte;;;;"""Häuser"" B, bis 75cm tief gegraben";;;y;81;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
053;23.08.03;Hd.III.8.West;125;Muschel;;;;"""Häuser"" C, 70cm an der Westwand";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
054;23.08.03;Hc.III.7.Ost;107;längliche Muschelperle;;;;Häuser B, Raum I. 1,20m tief;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
055;23.08.03;Hd.III.8.West;123;Perle;;;;"""Häuser"" C, ca. 1m tief, ohne Zusammenhang";;;y;95;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
056;23.08.03;Hc.III.7.West;109;Körper einer Terrakotte;;;;"""Häuser"" B oder C (nach Fundliste) / ""Häuser C oder D?"" (nach Beschreibung in MAP_802,44) / Häuser B (auf Fotoblatt (MAP_802,44))";;;y;95;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
057;23.08.03;Hc.III.7.West;109;Kopf einer Terrakotte;;;;"""Häuser"" B ";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
058;23.08.03;Hc.III.7.West;109;Schnecke;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
059;23.08.03;Hd.III.8.West;123;Perle (eine Hälfte);;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;4
030;21.08.03;Hc.III.8.West;001;Wagenrad, leicht beschädigt;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
031;21.08.03;Hc.III.7.West;109;Schnecke;;;;unbekannte Fundumstände;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
032;21.08.03;;;Sammelfund (Oberkörper einer Terrakotte);;;;Häuser;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
033;21.08.03;Hd.III.8-West;001;Fragment einer zoomorphen Terrakotte;;;;unsicher (Häuser? Wallgrabung?);;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
034;21.08.03;Hc.III.7.Ost;107;Flintklinge;;;;Häuser E. 1,60m unter Hügeloberfläche;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
035;21.08.03;Hd.III.8.West;001;Schalenprofil;;;;Häuser E;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
036;21.08.03;Hc.III.7.West;109;Topfprofil mit Ösenhenkel und Dreiecksschraffur;;;;"Häuser B, südl. Abschnitt ""Straße""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
037;21.08.03;Hc.III.8.Ost;036;Perle;;;;"Häuser B, südlicher Abschnitt, ""Straße""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
038;21.08.03;Hd.III.8.West;001;Muschel;;;;"Häuser B, südlicher Abschnitt ""Straße""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
039;21.08.03;Hc.III.7.West;109;Flintklingenfragment;;;;Häuser E;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
040;21.08.03;Hc.III.7.Ost;107;Flintklingenfragment;;;;Häuser A, NW-Abschnitt;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
041;21.08.03;Hc.III.7.West;109;Muschelperle;;;;"""Häuser, nordwestlich, im NW-Abschnitt, ca.30cm tief""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;3
012;20.08.03;Hc.III.9;;Fragment einer zoomorphen Terrakotte;;;;"""Häuser"" Strasse";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
013;20.08.03;Hc.III.9;;Muschelfragment;;;;"""Straße"" südl. C";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
014;20.08.03;Hc.III.9;;Perle, Fritte;;;;Lauffray'sche Grabung nördlich D1;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
015;20.08.03;Hc.III.8.Ost;086;Körper einer weibl. Terrakotte (mit Ritzverzierung);;;;"""Häuser"" B in 50 - 60cm Tiefe unter der Oberfläche; Ovale Wanne, durch Mittelsteg zweigeteilt";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
016;20.08.03;Hc.III.8.Ost;086;Verschlüsse, Sammelfund;;;;Häuser B, Straße;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
017;20.08.03;Hc.III.6.Ost;106;Schneckenfragment;;;;Häuser B, Straße;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
018;20.08.03;Hc.III.8.Ost;086;Verschluss mit Abrollung?;;;;Häuser B, Straße;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
019;20.08.03;Hd.III.9;;Fritteperle;;;;"""Häuser A, nordwestlich""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
020;20.08.03;Hc.III.6.Ost;108;Nadelfragment;;;;"""Häuser"" B (nach Fundlisten); in MAP_802 ist das B durchgestrichen!";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
021;20.08.03;Hc.III.6.Ost;108;Bronzefragment;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
022;20.08.03;Hc.III.7.Ost;107;Kopf und Oberkörper einer weibl. Terrakotte;;;;"""Häuser"" C";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
023;20.08.03;Hc.III.5.Ost;106;Fragment eines Wagenmodells;;;;"Lithic_Helms22.11.58-8
";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
024;20.08.03;Hc.III.5.Ost;106;ungebrannte Tongegenstände;;;;"Lithic_Helms 10.11.58-3
";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
025;20.08.03;Hc.III.7.Ost;108;Wagenrad;;;;"Lithic_Helms 10.11.58-3
";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
026;20.08.03;Hc.III.6.Ost;106;Deckel?;;;;"Lithic_Helms 10.11.58-3
";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
027;20.08.03;Hc.III.7/Ost;107;Klinge?;;;;"Lithic_Helms 10.11.58-3
";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
028;20.08.03;Hc.III.7.Ost;107;Wagenrad, leicht beschädigt;;;;"""Häuser, nordwestlich""";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
029;20.08.03;Hc.III.6.Ost;108;Steinfragment, poliert;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;2
001;19.08.03;Hc.III.8/Ost;"Raum 3; 036; 055";Wagenrad, vollständig;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
002;19.08.03;Hc.III.8/Ost;"Raum 3; 036; 055";Flintklingenfragment;;;;"""Häuser"" B (nach Fundliste); Häuser D (nach MAP_802,53); Keramik mit besonderer/auffälliger Form: auf Foto 1 ähnlich einem wheel model; Achsenloch (vielleicht mehrere?), in Beschr. als wagenförmiges Tier beschrieben(?!)";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
003;19.08.03;Hc.III.8Ost;"Raum 3; 036; 055";Flintklingenfragment;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
004;19.08.03;Hc.III.8.Ost;"036; 055";Muschelperle;;;;"""Häuser"" B";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
005;19.08.03;Hc.III.8.Ost;"036; 055";Perle;;;;"""Häuser"" B. 1,70m unter Hügeloberkante";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
006;19.08.03;Hc.III.8/W;001;Oberteil einer zoomorphen Terrakotte;;;;keine Fundumstände angegeben;;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
007;19.08.03;Hc.III.8.Ost;"036; 055";Körper einer weiblichen Terrakotte (inkl. Fuß);;;;"""Häuser"" E";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
008;19.08.03;Hc.III.8.West;070;Bronzestück;;;;"""Häuser"" C";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
009;19.08.03;Hc.III.8.West;104;Unterteil einer Terrakotte;;;;"""Häuser"" C";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
010;19.08.03;Hc.III.8.West;104;Wagenrad;;;;"""Häuser"" E";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
011;19.08.03;Hc.III.8.West;104;Oberteil einer antropomorphen Terrakotte;;;;"""Häuser"" C ganz oben, 20 cm unter Oberfläche";;;;;;…\_data\H\2003\2003_Funde\2003_Kleinfundliste_1.pdf;1
423;18.10.02;Hc.III.8.Ost;055;Räucherständer-Fragmente;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
424;18.10.02;Hc.III.8.West;093;Deckelprofil;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
425;18.10.02;Hc.III.8.West;093;Fragment einer Reiterterrakotte;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
426;18.10.02;Hc.III.8.West;085;Fragment einer Reiterterrakotte;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
427;18.10.02;Hc.III.8.West;085A;3 Fragmente eines Gefäßes mit Ritzverzierung;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
428;18.10.02;Hc.III.8.West;085A;"Kopf einer Terrakotte mit ""Domfrisur""";;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
429;18.10.02;Hc.III.8.West;085A;2 Hornsteinfragmente;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
430;18.10.02;Hc.III.8.West;085A;2 Wagenmodellfragmente;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
421;15.10.02;Hc.III.8.Ost;094;Verschlüsse;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
422;15.10.02;Hc.III.9;087;Napfprofil;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
416;14.10.02;Hc.III.8.West;086A;Miniaturgefäß;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
417;14.10.02;Hc.III.8.West;086A;Mini Stierterrakotte;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
418;14.10.02;Hc.III.8.West;054;Verschluss mit Abrollung;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
419;14.10.02;Hc.III.8.Ost;055;Schälchen;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
420;14.10.02;Hc.III.8.Ost;055;Miniatur Räucherständer;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;23
