Lfd. Nr.;Datum;Areal;Fundstelle;Beschreibung;X;Y;Z;Kommentar;use for statistics?;Zeichnungsnummer;Foto?;FotoNr1;FotoNr2;Dateipfad;Seite
244;28.09.02;Hc.III.5.Ost;058;4 Fragmente einer runden Gipsplatte;8,55;7,35;108,28;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
245;28.09.02;Hc.III.8.West;013;Schüssel;8,85;7,44;112,20;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
246;28.09.02;Hc.III.8.West;013;Napf;8,67;7,50;112,73;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
247;28.09.02;Hc.III.8.West;013;Schüssel;8,67;7,50;112,73;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
248;28.09.02;Hc.III.8.West;013;Napf;9;7,55;11,73;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
260;28.09.02;Hc.III.9;065;Tonverschluss mit Siegelabrollung;9,36;7,56;112,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
261;28.09.02;Hc.III.9;065;Hinterteil einer Tierterrakotte;9,3;7,6;12,25;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
262;28.09.02;Hc.III.8.West;070;Tierterrakotte;9,3;7,6;12,25;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
263;28.09.02;Hc.III.9;065;Vogelterrakotte;9,91;7,77;112,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
232;26.09.02;Hc.III.8.West;064;Türverschluss (?) mit Siegelabrollung;9,05;7,80;112,80;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
233;26.09.02;Hc.III.8.West;064;Gefäßverschluss mit Siegelabrollung;9,2;7,8;12,43;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
234;26.09.02;Hc.III.7.West;002C;Fragment eines Wagenmodells?;8,95;7,95;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
235;26.09.02;Hc.III.9;065;Tierterrakotte;8,95;7,95;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
227;25.09.02;Hc.III.8.West;057;23 ungebrannte Ton- und Terrakottafragmente;9,42;8,01;113,69;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
231;25.09.02;Hc.III.8.West;057;Fragm. Wagenrad;8,6;8,05;12,78;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
230;25.09.02;Hc.III.9;061;Verschluss mit Siegelung;9,12;8,05;12,09;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
226;25.09.02;Hc.III.8.West;057;Tonklumpen mit Fingerabdruck;8,9;8,05;12,01;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
229;25.09.02;Hc.III.8.West;061;Verschluss;8,68;8,06;8,91;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
228;25.09.02;Hc.III.8.West;060;Spielstein + Bronzefragment;9,05;8,08;12,01;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
222;24.09.02;Hc.III.8.West;041;Terrakottenfuß;9,05;8,08;12,01;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
225;24.09.02;Hc.III.8.West;057;Fragm. Ungebrannter Ton (Rand?);9,05;8,15;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
224;24.09.02;Hc.III.8.West;056;Torso weibl. Terrakotte;9,05;8,15;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
208;24.09.02;Hc.III.8.West;040;Hämatit?;9,66;8,17;109,78;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
213;24.09.02;Hc.III.8.Ost;003B;smeared-wash Ware;9,66;8,17;109,78;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
223;24.09.02;Hc.III.8.West;054;5 ungebrannte Terrakottafragmente;9,2;8,18;12,08;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
215;24.09.02;Hc.III.9;053;Perle (Muschel);9,05;8,18;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
219;24.09.02;Hc.III.8.West;056;Muschelfragm. Durchbohrt;9,05;8,18;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
220;24.09.02;Hc.III.8.West;054;Fragm. Wagenrad;8,39;8,20;112,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
221;24.09.02;Hc.III.9;053;Verschlussfragment;9,38;8,2;12,04;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
217;24.09.02;Hc.III.9;053;Tonfragment (Verschluss);9,38;8,2;12,04;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
209;24.09.02;Hc.III.8.West;040;Kopf einer weibl. Terrakotte;9,32;8,2;12,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
214;24.09.02;Hc.III.8.Ost;003B;smeared-wash Ware;9,32;8,2;12,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
218;24.09.02;Hc.III.8.West;056;Kopf weibl. Terrakotte;9,45;8,2;12,02;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
212;24.09.02;Hc.III.8.Ost;003B;smeared-wash Ware;9,05;8,22;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
216;24.09.02;Hc.III.9;053;Torso weibl. Terrakotte;9,05;8,22;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
207;24.09.02;Hc.III.8.West;040;Fragm. Wagenrad;9,48;8,25;12,01;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
210;24.09.02;Hc.III.8.West;040;Fragm. Wagenrad;9,05;8,25;11,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
211;24.09.02;Hc.III.8.Ost;028;smeared-wash Ware;9,05;8,25;11,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;12
265;23.09.02;Hc.III.8.West;033;Muschel;9,42;8,28;12,13;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
266;23.09.02;Hc.III.8.West;033;Profil eines Miniaturgefäßes;8,80;8,29;113,31;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
264;23.09.02;Hc.III.8.West;039;Randfragment eines Beckens?, Ton;8,80;8,29;113,31;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
269;23.09.02;Hc.III.8.West;033;Doppelt gelochtes Gipsfragment;9,05;8,3;11,96;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
203;23.09.02;Hc.III.6.Ost;050;Torso weibl. Terrakotte;9,05;8,3;11,96;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
204;23.09.02;Hc.III.8.Ost;051;Hämatitklumpen;8,93;8,33;112,55;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
206;23.09.02;Hc.III.8.West;?;2 Muschelfragmente (bearbeitet);8,93;8,33;112,55;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
267;23.09.02;Hc.III.8.West;033;Fragment eines Wagenmodells;9,5;8,34;12,1;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
205;23.09.02;Hc.III.8.Ost;051;Flasche;9,25;8,35;12,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
268;23.09.02;Hc.III.8.West;033;Fragment eines Wandknaufs (?);9,77;8,37;112,38;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
270;23.09.02;Hc.III.8.West;033;2 Fragmente eines Räucherständers;9,28;8,43;12,08;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
202;22.09.02;Hc.III.7.West;049;Fragm. Wagenrad;8,96;8,45;114,00;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
200;22.09.02;Hc.III.8.Ost;038;Muschel;9,38;8,45;12,16;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
201;22.09.02;Hc.III.8.Ost;038;Perle aus Muschel;9,15;8,5;12,13;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
198;22.09.02;Hb.III.9;046;Bronzenadel mit Spiralkopf;9,25;8,55;109,35;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
194;22.09.02;Hb.III.9;018;Muschelfragm. (bearbeitet?);8,4;8,55;11,22;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
196;22.09.02;Hc.III.8.Ost;033;Terrakottenfuß;9,28;8,57;12,14;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
197;22.09.02;Hc.III.8.Ost;045;2 Fragm. Räucherständer, Baum + Kreis verziert;9,52;8,6;112,28;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
199;22.09.02;Hb.III.9;046;gesiegelter Verschluss (jagende Gestalt?);8,94;8,6;108,38;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
195;22.09.02;Hc.III.7.West;002C;Muschel (durchbohrt);9,47;8,6;12,1;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
185;21.09.02;Hb.III.8;040B;Muschel;8,35;8,8;108,19;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
187;21.09.02;Hc.III.8.Ost;038;Muschelfragm. Nicht durchbohrt;9,57;8,83;113,28;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
188;21.09.02;Hc.III.9.Ost;032;Fragm. Steingerät;9,03;8,94;113,24;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
189;21.09.02;Hc.III.9.Ost;032;Wagenrad;9,56;8,94;113,24;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
190;21.09.02;Hc.III.9.Ost;032;Fragm. Terrakotte;8,7;8,95;108,29;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
186;21.09.02;Hc.III.6.Ost;043;Fragm. Wagenrad;8,70;8,97;111,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
191;21.09.02;Hc.III.9.Ost;032;Bronzefragment;14,97;9,02;113,3;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
184;21.09.02;Hc.III.8.West;042;Wagenrad;8,55;9,2;108,21;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
192;21.09.02;Hc.III.8.Ost;033;Schüsselprofil;9,44;9,29;112,67;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
193;21.09.02;Hc.III.8.Ost;033;Kopf einer Tierterrakotte;9,18;9,30;113,23;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;11
177;19.09.02;Hc.III.8.Ost;002B;Fragm. Rundes Tonobjekt;9,3;9,4;111,41;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
178;19.09.02;Hc.III.5.Ost;001F;Profil eines Gefäßes (Schüssel?), handgemacht;9,46;9,50;112,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
173;19.09.02;Hb.III.8.Ost;039B;Durchlochtes Verputz-Fragment;8,42;9,64;113,00;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
182;19.09.02;Hc.III.6.Ost;007B;Bodenfragm. Weiß, porös, Kalkstein / Gips?;8,8;9,76;112,71;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
183;19.09.02;Hb.III.8;040B;Fragm. Tierterrakotte;8,4;9,88;112,14;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
174;19.09.02;Hb.III.8.Ost;039B;Durchlochtes Gips-Fragment;8,77;9,96;113,35;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
179;19.09.02;Hc.III.8.Ost;028;Fragm. Räucherständer;134,64;356,20;113,88;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
180;19.09.02;Hc.III.6.Ost;007B;Deckelfragment;1121,39;362,90;112,33;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
176;19.09.02;Hc.III.8.Ost;040;Bronzenadel-Fragment;1121,99;364,50;113,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
175;19.09.02;Hc.III.6.Ost;015;T-förmiges Gipsfragment;1121,98;368,10;113,48;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
169;19.09.02;Hc.III.8.West;037;Kopf einer weibl. Terrakotte;1121,31;368,70;113,58;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
171;19.09.02;Hb.III.8.Ost;039B;Tierterrakottenfragment;1122,23;372,99;113,75;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
172;19.09.02;Hb.III.8.Ost;039B;Wagenmodell-Fragment;1122,23;372,99;113,75;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
170;19.09.02;Hc.III.9;032;Deckel;120,96;373,15;113,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
181;19.09.02;Hc.III.6.Ost;007B;Fragm. Terrakottenfuß;1120,46;373,25;113,91;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;10
163;18.09.02;Hc.III.5.Ost;007;Fragm. Wagenmodell;1121,29;373,40;113,89;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
161;18.09.02;Hc.III.5.Ost;026;Bronzefragment;1122,00;373,77;113,76;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
164;18.09.02;Hc.III.8.West;030;Fragm. Wagenmodell;1120,65;374,60;113,62;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
168;18.09.02;Hc.III.8.West;030;Tonperle;1120,30;374,70;114,40;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
166;18.09.02;Hc.III.8.Ost;028;3 Fragm. Muschel;1120,30;374,70;114,40;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
162;18.09.02;Hc.III.8.West;030;Fragm. Wagenrad;1121,33;375,15;114,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
167;18.09.02;Hc.III.9;010;Fragm. Wagenmodell;1120,93;376,25;113,98;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
165;18.09.02;Hc.III.6.Ost;007B;Widderkopf? Terrakotte;1122,72;376,30;114,15;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
156;17.09.02;Hc.III.8.West;003;Deckelfragment;1121,19;376,42;114,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
159;17.09.02;Hc.III.7.West;001;Fragm. Räucherständer;1121,17;376,65;113,06;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
154;17.09.02;Hc.III.8.West;021;Terrakottenfuß mit Unterteil des Torso;1122,95;376,82;114,16;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
155;17.09.02;Hc.III.7.West;001;Fehlbrand, 4 Gefäße;1123,11;376,98;114,17;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
160;17.09.02;Hc.III.8.West;030;Bronzenadel-Fragment;1112,48;386,31;112,95;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
158;17.09.02;Hc.III.8.Ost;028;Arbeitsgerät (Stein);1122,45;360.7;113,58;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
157;17.09.02;Hc.III.8.West;030;Terrakottenfuß;8,75;;113,19;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
150;16.09.02;Hc.III.9.Ost;027;Terrakottenfuß;9;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
143;16.09.02;Hc.III.8.Ost;021;Körper weibl. Terrakotte;9,28;8,57;12,14;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
140;16.09.02;Hc.III.9.Ost;027;Torso weibl. Terrakotte (passt 141);9,25;8,55;109,35;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
142;16.09.02;Hc.III.7.West;001;Bronzefragment;9,28;8,43;12,08;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
138;16.09.02;Hc.III.8.Ost;021;Terrakottenfuß;9,25;8,35;12,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
151;16.09.02;Hc.III.8.Ost;021;Vogelterrakotte, Fragment;9,32;8,2;12,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
152;16.09.02;Hc.III.8.West;021;Muschel-Perle;9,32;8,2;12,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
145;16.09.02;Hc.III.8.West;021;Wagenradfragment (5 ((??)));9,3;7,6;12,25;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
146;16.09.02;Hc.III.8.West;021;3 Fragmente Tierterrakotte;9,3;7,6;12,25;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
153;16.09.02;Hc.III.8.West;021;Terrakottenfuß;9,36;7,56;112,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;9
147;16.09.02;Hc.III.8.West;021;Terrakottafragment;9,3;7,1;11,98;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
149;16.09.02;Hc.III.9.Ost;027;Deckel;9,3;7,1;106,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
144;16.09.02;Hc.III.8.West;021;Terrakotte weibl. Ohne Kopf;9,28;6,67;111,72;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
148;16.09.02;Hc.III.9.Ost;027;Terrakottenfuß;9,3;6;12,7;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
139;16.09.02;Hc.III.9.Ost;027;Radfragment;9,25;5,37;9,02;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
141;16.09.02;Hc.III.9.Ost;027;Kopf weibl. Terrakotte (passt 140);9,27;2,24;112,11;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
137;16.09.02;Hc.III.6.Ost;001;Arbeitsstein;9,22;0,55;112,96;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
131;15.09.02;Hc.III.8.Ost;021;Torso weibl. Terrakotte;9,18;9,30;113,23;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
129;15.09.02;Hc.III.8.West;021;Fragm. Wagenrad;9,15;8,5;12,13;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
134;15.09.02;Hc.III.5.Ost;001;Arbeitsstein;9,2;8,18;12,08;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
126;15.09.02;Hc.III.8.West;021;Torso Toerterrakotte (Schaf);9,12;8,05;12,09;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
133;15.09.02;Hc.III.8.Ost;002;Tonohrring?;9,2;7,8;12,43;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
135;15.09.02;Hc.III.8.West;021;Wagenmodell;9,2;4,5;7,11;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
125;15.09.02;Hc.III.8.West;021;Wagenrad;9,1;3,8;12,92;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
127;15.09.02;Hc.III.8.Ost;003;Deckel;9,12;3,65;111,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
130;15.09.02;Hc.III.8.West;021;bearbeitete Knochen (2);9,16;3,22;8,47;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
128;15.09.02;Hc.III.7.West;001;Perle;9,13;2,95;112,62;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
132;15.09.02;Hc.III.8.Ost;021;Torso + Kopf weibl. Terrakotte;9,2;2,3;13,02;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
136;15.09.02;Hc.III.8.Ost;021;Terrakottenfuß;9,20;1,40;112,93;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;8
115;14.09.02;Hc.III.5.Ost;?;Fragment Flintklinge;9,05;8,18;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
116;14.09.02;Hc.III.8.Ost;003;Wagenrad;9,05;8,15;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
117;14.09.02;Hc.III.8.Ost;002;Terrakottenbein (späte Datierung);9,05;8,15;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
118;14.09.02;Hc.III.8.West;021;durchbohrte Schnecke;9,05;8,08;12,01;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
119;14.09.02;Hc.III.9;010;Terrakottenfuß;9,05;8,08;12,01;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
123;14.09.02;Hc.III.9;010;Fragm. Rundes Tonobjekt;9,05;7,80;112,80;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
120;14.09.02;Hc.III.9;010;Napfprofil;9,05;5,18;112,42;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
121;14.09.02;Hc.III.9;010;Schüsselprofil;9,05;4,37;113,37;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
122;14.09.02;Hc.III.8.West;021;Fragm. Wagenrad;9,05;3,73;113,26;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
124;14.09.02;Hc.III.8.West;021;Tonverschluss?;9,1;0,5;14,48;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;7
106;12.09.02;Hc.III.8.Ost;002;Schüsselprofil;9,03;8,94;113,24;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
098;12.09.02;Hb.III.9;018;Fragm. Wagenmodell?;8,96;8,45;114,00;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
108;12.09.02;Hc.III.8.Ost;002;Schafsterrakotte;9,05;8,3;11,96;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
109;12.09.02;Hc.III.8.West;021;Körper einer weibl. Terrakotte;9,05;8,3;11,96;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
110;12.09.02;Hc.III.8.Ost;003;Fragm. Terrakotte Pferdekopf;9,05;8,25;11,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
111;12.09.02;Hc.III.8.Ost;003;Flintklingenfragment;9,05;8,25;11,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
112;12.09.02;Hc.III.8.Ost;003;Durchbohrtes Muschelfragment;9,05;8,22;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
113;12.09.02;Hc.III.8.West;021;Torso weibl. Terrakotte mit Kreisverzierungen;9,05;8,22;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
114;12.09.02;Hc.III.5.Ost;001;Torso weibl. Terrakotte;9,05;8,18;12;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
101;12.09.02;Hc.III.8.Ost;003;Fragm. Wagenrad;9;7,55;11,73;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
107;12.09.02;Hc.III.8.Ost;002;Wagenrad;9,05;7,3;13,05;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
100;12.09.02;Hc.III.8.West;003;Körper einer weibl. Terrakotte;8,97;6;111,39;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
102;12.09.02;Hc.III.8.Ost;003;Terrakottenfuß;9;5,75;13,24;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
104;12.09.02;Hc.III.8.Ost;001;Wagenrad;9;3,15;13,83;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
105;12.09.02;Hc.III.5.Ost;001;kleine Flasche (leicht beschädigt);9;3,15;13,83;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
099;12.09.02;Hc.III.8.West;003;Terrakottakopf;8,96;1,91;109,91;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
103;12.09.02;Hb.III.9;018;Wagenrad;9;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
095;11.09.02;Hc.III.8.Ost;001;Perle;8,94;8,6;108,38;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
093;11.09.02;Hc.III.8.West;003;Wagenrad;8,93;8,33;112,55;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
094;11.09.02;Hc.III.8.West;003;Wagenrad-Fragment;8,93;8,33;112,55;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
088;11.09.02;Hc.III.8.West;003;Fragment eines Räucherständers?;8,9;8,05;12,01;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
